,iso3,year,count_old,count_new,count_diff,rate_old,rate_new,rate_diff
1189,CIV,2021-01-01,,,,,,
1190,CMR,1990-01-01,,,,,,
1191,CMR,1991-01-01,,,,,,
1192,CMR,1992-01-01,,,,,,
1193,CMR,1993-01-01,,,,,,
1194,CMR,1994-01-01,,,,,,
1195,CMR,1995-01-01,,,,,,
1196,CMR,1996-01-01,,,,,,
1197,CMR,1997-01-01,,,,,,
1198,CMR,1998-01-01,,,,,,
1199,CMR,1999-01-01,,,,,,
1200,CMR,2000-01-01,,,,,,
1201,CMR,2001-01-01,,,,,,
1202,CMR,2002-01-01,,,,,,
1203,CMR,2003-01-01,,,,,,
1204,CMR,2004-01-01,,,,,,
1205,CMR,2005-01-01,,,,,,
1206,CMR,2006-01-01,,,,,,
1207,CMR,2007-01-01,,,,,,
1208,CMR,2008-01-01,,,,,,
1209,CMR,2009-01-01,,,,,,
1210,CMR,2010-01-01,,,,,,
1211,CMR,2011-01-01,,,,,,
1212,CMR,2012-01-01,,,,,,
1213,CMR,2013-01-01,,,,,,
1214,CMR,2014-01-01,91.0,91.0,0.0,0.8,0.8,0.0
1215,CMR,2015-01-01,117.0,192.0,-75.0,1.0,1.66,-0.6599999999999999
1216,CMR,2016-01-01,107.0,117.0,-10.0,0.89,0.98,-0.08999999999999997
1217,CMR,2017-01-01,,202.0,,,1.65,
1218,CMR,2018-01-01,,,,,,
1219,CMR,2019-01-01,,,,,,
1220,CMR,2020-01-01,,301.0,,,2.27,
1221,CMR,2021-01-01,,,,,,
1222,COD,1990-01-01,,,,,,
1223,COD,1991-01-01,,,,,,
1224,COD,1992-01-01,,,,,,
1225,COD,1993-01-01,,,,,,
1226,COD,1994-01-01,,,,,,
1227,COD,1995-01-01,,,,,,
1228,COD,1996-01-01,,,,,,
1229,COD,1997-01-01,,,,,,
1230,COD,1998-01-01,,,,,,
1231,COD,1999-01-01,,,,,,
1232,COD,2000-01-01,,,,,,
1233,COD,2001-01-01,,,,,,
1234,COD,2002-01-01,,,,,,
1235,COD,2003-01-01,,,,,,
1236,COD,2004-01-01,,,,,,
1237,COD,2005-01-01,,,,,,
1238,COD,2006-01-01,,,,,,
1239,COD,2007-01-01,,,,,,
1240,COD,2008-01-01,,,,,,
1241,COD,2009-01-01,,,,,,
1242,COD,2010-01-01,,,,,,
1243,COD,2011-01-01,,,,,,
1244,COD,2012-01-01,,,,,,
1245,COD,2013-01-01,,,,,,
1246,COD,2014-01-01,,,,,,
1247,COD,2015-01-01,,,,,,
1248,COD,2016-01-01,,,,,,
1249,COD,2017-01-01,,,,,,
1250,COD,2018-01-01,,,,,,
1251,COD,2019-01-01,,,,,,
1252,COD,2020-01-01,,,,,,
1253,COD,2021-01-01,,,,,,
1254,COG,1990-01-01,,,,,,
1255,COG,1991-01-01,,,,,,
1256,COG,1992-01-01,,,,,,
1257,COG,1993-01-01,,,,,,
1258,COG,1994-01-01,,,,,,
1259,COG,1995-01-01,,,,,,
1260,COG,1996-01-01,,,,,,
1261,COG,1997-01-01,,,,,,
1262,COG,1998-01-01,,,,,,
1263,COG,1999-01-01,,,,,,
1264,COG,2000-01-01,,,,,,
1265,COG,2001-01-01,,,,,,
1266,COG,2002-01-01,,,,,,
1267,COG,2003-01-01,,,,,,
1268,COG,2004-01-01,,,,,,
1269,COG,2005-01-01,,,,,,
1270,COG,2006-01-01,,,,,,
1271,COG,2007-01-01,,,,,,
1272,COG,2008-01-01,,,,,,
1273,COG,2009-01-01,,,,,,
1274,COG,2010-01-01,,,,,,
1275,COG,2011-01-01,,,,,,
1276,COG,2012-01-01,,,,,,
1277,COG,2013-01-01,,,,,,
1278,COG,2014-01-01,,,,,,
1279,COG,2015-01-01,,,,,,
1280,COG,2016-01-01,,,,,,
1281,COG,2017-01-01,,,,,,
1282,COG,2018-01-01,,,,,,
1283,COG,2019-01-01,,,,,,
1284,COG,2020-01-01,,,,,,
1285,COG,2021-01-01,,,,,,
1286,COL,1990-01-01,1835.0,1835.0,0.0,10.93,11.25,-0.3200000000000003
1287,COL,1991-01-01,2020.0,2021.0,-1.0,11.8,12.12,-0.3199999999999985
1288,COL,1992-01-01,2127.0,2128.0,-1.0,12.17,12.51,-0.33999999999999986
1289,COL,1993-01-01,2114.0,2115.0,-1.0,11.86,12.18,-0.3200000000000003
1290,COL,1994-01-01,20.0,2000.0,-1980.0,11.0,11.29,-0.28999999999999915
1291,COL,1995-01-01,1654.0,1655.0,-1.0,8.93,9.16,-0.23000000000000043
1292,COL,1996-01-01,1744.0,1745.0,-1.0,9.25,9.48,-0.23000000000000043
1293,COL,1997-01-01,1740.0,1741.0,-1.0,9.06,9.28,-0.21999999999999886
1294,COL,1998-01-01,1726.0,1726.0,0.0,8.83,9.05,-0.22000000000000064
1295,COL,1999-01-01,1796.0,1797.0,-1.0,9.04,9.25,-0.21000000000000085
1296,COL,2000-01-01,1924.0,1924.0,0.0,9.52,9.74,-0.22000000000000064
1297,COL,2001-01-01,2214.0,2214.0,0.0,10.79,11.03,-0.2400000000000002
1298,COL,2002-01-01,2242.0,2242.0,0.0,10.76,11.0,-0.2400000000000002
1299,COL,2003-01-01,20.0,2000.0,-1980.0,9.46,9.66,-0.1999999999999993
1300,COL,2004-01-01,1629.0,1629.0,0.0,7.59,7.76,-0.16999999999999993
1301,COL,2005-01-01,1492.0,1492.0,0.0,6.86,7.0,-0.13999999999999968
1302,COL,2006-01-01,1323.0,1323.0,0.0,6.01,6.13,-0.1200000000000001
1303,COL,2007-01-01,1385.0,1385.0,0.0,6.21,6.33,-0.1200000000000001
1304,COL,2008-01-01,1262.0,1262.0,0.0,5.59,5.7,-0.11000000000000032
1305,COL,2009-01-01,1260.0,1260.0,0.0,5.52,5.63,-0.11000000000000032
1306,COL,2010-01-01,1226.0,1226.0,0.0,5.32,5.41,-0.08999999999999986
1307,COL,2011-01-01,1348.0,1348.0,0.0,5.79,5.89,-0.09999999999999964
1308,COL,2012-01-01,1387.0,1387.0,0.0,5.9,5.99,-0.08999999999999986
1309,COL,2013-01-01,1224.0,1223.0,1.0,5.16,5.23,-0.07000000000000028
1310,COL,2014-01-01,1170.0,1173.0,-3.0,4.88,4.97,-0.08999999999999986
1311,COL,2015-01-01,1068.0,1068.0,0.0,4.41,4.48,-0.07000000000000028
1312,COL,2016-01-01,1038.0,1037.0,1.0,4.23,4.3,-0.0699999999999994
1313,COL,2017-01-01,1077.0,1089.0,-12.0,4.32,4.45,-0.1299999999999999
1314,COL,2018-01-01,1060.0,1094.0,-34.0,4.19,4.39,-0.1999999999999993
1315,COL,2019-01-01,1045.0,1099.0,-54.0,4.08,4.33,-0.25
1316,COL,2020-01-01,913.0,975.0,-62.0,3.53,3.78,-0.25
1317,COL,2021-01-01,,1069.0,,,4.1,
1318,COM,1990-01-01,,,,,,
1319,COM,1991-01-01,,,,,,
1320,COM,1992-01-01,,,,,,
1321,COM,1993-01-01,,,,,,
1322,COM,1994-01-01,,,,,,
1323,COM,1995-01-01,,,,,,
1324,COM,1996-01-01,,,,,,
1325,COM,1997-01-01,,,,,,
1326,COM,1998-01-01,,,,,,
1327,COM,1999-01-01,,,,,,
1328,COM,2000-01-01,,,,,,
1329,COM,2001-01-01,,,,,,
1330,COM,2002-01-01,,,,,,
1331,COM,2003-01-01,,,,,,
1332,COM,2004-01-01,,,,,,
1333,COM,2005-01-01,,,,,,
1334,COM,2006-01-01,,,,,,
1335,COM,2007-01-01,,,,,,
1336,COM,2008-01-01,,,,,,
1337,COM,2009-01-01,,,,,,
1338,COM,2010-01-01,,,,,,
1339,COM,2011-01-01,,,,,,
1340,COM,2012-01-01,,,,,,
1341,COM,2013-01-01,,,,,,
1342,COM,2014-01-01,,,,,,
1343,COM,2015-01-01,,,,,,
1344,COM,2016-01-01,,,,,,
1345,COM,2017-01-01,,,,,,
1346,COM,2018-01-01,,,,,,
1347,COM,2019-01-01,,,,,,
1348,COM,2020-01-01,,,,,,
1349,COM,2021-01-01,,,,,,
1350,CPV,1990-01-01,,,,,,
1351,CPV,1991-01-01,,,,,,
1352,CPV,1992-01-01,,,,,,
1353,CPV,1993-01-01,,,,,,
1354,CPV,1994-01-01,,,,,,
1355,CPV,1995-01-01,,,,,,
1356,CPV,1996-01-01,,,,,,
1357,CPV,1997-01-01,,,,,,
1358,CPV,1998-01-01,,,,,,
1359,CPV,1999-01-01,,,,,,
1360,CPV,2000-01-01,,,,,,
1361,CPV,2001-01-01,,,,,,
1362,CPV,2002-01-01,,,,,,
1363,CPV,2003-01-01,,,,,,
1364,CPV,2004-01-01,,,,,,
1365,CPV,2005-01-01,,,,,,
1366,CPV,2006-01-01,,,,,,
1367,CPV,2007-01-01,,,,,,
1368,CPV,2008-01-01,,,,,,
1369,CPV,2009-01-01,,,,,,
1370,CPV,2010-01-01,,,,,,
1371,CPV,2011-01-01,7.0,7.0,0.0,2.92,2.75,0.16999999999999993
1372,CPV,2012-01-01,10.0,10.0,0.0,4.04,3.8,0.2400000000000002
1373,CPV,2013-01-01,7.0,7.0,0.0,2.74,2.58,0.16000000000000014
1374,CPV,2014-01-01,15.0,15.0,0.0,5.8,5.47,0.33000000000000007
1375,CPV,2015-01-01,7.0,7.0,0.0,2.68,2.52,0.16000000000000014
1376,CPV,2016-01-01,,,,,,
1377,CPV,2017-01-01,6.0,7.0,-1.0,2.24,2.47,-0.22999999999999998
1378,CPV,2018-01-01,10.0,8.0,2.0,3.69,2.79,0.8999999999999999
1379,CPV,2019-01-01,6.0,5.0,1.0,2.19,1.72,0.47
1380,CPV,2020-01-01,9.0,9.0,0.0,3.25,3.07,0.18000000000000016
1381,CPV,2021-01-01,,,,,,
1382,CRI,1990-01-01,27.0,28.0,-1.0,1.8,1.77,0.030000000000000027
1383,CRI,1991-01-01,24.0,25.0,-1.0,1.56,1.54,0.020000000000000018
1384,CRI,1992-01-01,24.0,25.0,-1.0,1.51,1.5,0.010000000000000009
1385,CRI,1993-01-01,19.0,19.0,0.0,1.15,1.14,0.010000000000000009
1386,CRI,1994-01-01,24.0,25.0,-1.0,1.44,1.43,0.010000000000000009
1387,CRI,1995-01-01,26.0,27.0,-1.0,1.52,1.51,0.010000000000000009
1388,CRI,1996-01-01,18.0,18.0,0.0,1.02,1.01,0.010000000000000009
1389,CRI,1997-01-01,19.0,19.0,0.0,1.05,1.05,0.0
1390,CRI,1998-01-01,27.0,27.0,0.0,1.44,1.43,0.010000000000000009
1391,CRI,1999-01-01,32.0,32.0,0.0,1.66,1.66,0.0
1392,CRI,2000-01-01,40.0,40.0,0.0,2.04,2.04,0.0
1393,CRI,2001-01-01,28.0,28.0,0.0,1.41,1.41,0.0
1394,CRI,2002-01-01,33.0,34.0,-1.0,1.66,1.65,0.010000000000000009
1395,CRI,2003-01-01,37.0,38.0,-1.0,1.82,1.81,0.010000000000000009
1396,CRI,2004-01-01,38.0,39.0,-1.0,1.84,1.83,0.010000000000000009
1397,CRI,2005-01-01,61.0,61.0,0.0,2.86,2.85,0.009999999999999787
1398,CRI,2006-01-01,45.0,45.0,0.0,2.08,2.07,0.010000000000000231
1399,CRI,2007-01-01,37.0,37.0,0.0,1.68,1.68,0.0
1400,CRI,2008-01-01,60.0,60.0,0.0,2.69,2.68,0.009999999999999787
1401,CRI,2009-01-01,59.0,59.0,0.0,2.62,2.6,0.020000000000000018
1402,CRI,2010-01-01,61.0,61.0,0.0,2.67,2.65,0.020000000000000018
1403,CRI,2011-01-01,64.0,64.0,0.0,2.77,2.75,0.020000000000000018
1404,CRI,2012-01-01,50.0,50.0,0.0,2.14,2.12,0.020000000000000018
1405,CRI,2013-01-01,36.0,36.0,0.0,1.52,1.51,0.010000000000000009
1406,CRI,2014-01-01,51.0,51.0,0.0,2.13,2.11,0.020000000000000018
1407,CRI,2015-01-01,42.0,42.0,0.0,1.73,1.72,0.010000000000000009
1408,CRI,2016-01-01,66.0,66.0,0.0,2.7,2.68,0.020000000000000018
1409,CRI,2017-01-01,58.0,58.0,0.0,2.34,2.33,0.009999999999999787
1410,CRI,2018-01-01,65.0,65.0,0.0,2.6,2.58,0.020000000000000018
1411,CRI,2019-01-01,48.0,48.0,0.0,1.9,1.89,0.010000000000000009
1412,CRI,2020-01-01,,62.0,,,2.42,
1413,CRI,2021-01-01,,56.0,,,2.17,
1414,CUB,1990-01-01,,,,,,
1415,CUB,1991-01-01,,,,,,
1416,CUB,1992-01-01,176.0,176.0,0.0,3.28,3.3,-0.020000000000000018
1417,CUB,1993-01-01,183.0,183.0,0.0,3.4,3.41,-0.010000000000000231
1418,CUB,1994-01-01,211.0,211.0,0.0,3.9,3.92,-0.020000000000000018
1419,CUB,1995-01-01,209.0,209.0,0.0,3.84,3.86,-0.020000000000000018
1420,CUB,1996-01-01,166.0,166.0,0.0,3.03,3.05,-0.020000000000000018
1421,CUB,1997-01-01,163.0,163.0,0.0,2.96,2.99,-0.03000000000000025
1422,CUB,1998-01-01,187.0,187.0,0.0,3.38,3.41,-0.03000000000000025
1423,CUB,1999-01-01,159.0,159.0,0.0,2.86,2.89,-0.03000000000000025
1424,CUB,2000-01-01,155.0,155.0,0.0,2.78,2.8,-0.020000000000000018
1425,CUB,2001-01-01,159.0,159.0,0.0,2.84,2.86,-0.020000000000000018
1426,CUB,2002-01-01,185.0,185.0,0.0,3.29,3.32,-0.029999999999999805
1427,CUB,2003-01-01,153.0,153.0,0.0,2.72,2.74,-0.020000000000000018
1428,CUB,2004-01-01,146.0,146.0,0.0,2.59,2.6,-0.010000000000000231
1429,CUB,2005-01-01,168.0,168.0,0.0,2.97,2.99,-0.020000000000000018
1430,CUB,2006-01-01,133.0,133.0,0.0,2.35,2.36,-0.009999999999999787
1431,CUB,2007-01-01,139.0,139.0,0.0,2.46,2.47,-0.010000000000000231
1432,CUB,2008-01-01,120.0,120.0,0.0,2.13,2.13,0.0
1433,CUB,2009-01-01,153.0,153.0,0.0,2.71,2.71,0.0
1434,CUB,2010-01-01,126.0,126.0,0.0,2.23,2.23,0.0
1435,CUB,2011-01-01,132.0,132.0,0.0,2.34,2.33,0.009999999999999787
1436,CUB,2012-01-01,138.0,138.0,0.0,2.44,2.44,0.0
1437,CUB,2013-01-01,147.0,147.0,0.0,2.59,2.59,0.0
1438,CUB,2014-01-01,156.0,156.0,0.0,2.74,2.75,-0.009999999999999787
1439,CUB,2015-01-01,139.0,139.0,0.0,2.44,2.44,0.0
1440,CUB,2016-01-01,121.0,121.0,0.0,2.12,2.13,-0.009999999999999787
1441,CUB,2017-01-01,,130.0,,,2.28,
1442,CUB,2018-01-01,,108.0,,,1.9,
1443,CUB,2019-01-01,,105.0,,,1.85,
1444,CUB,2020-01-01,,,,,,
1445,CUB,2021-01-01,,,,,,
1446,CUW,1990-01-01,,,,,,
1447,CUW,1991-01-01,,,,,,
1448,CUW,1992-01-01,,,,,,
1449,CUW,1993-01-01,,,,,,
1450,CUW,1994-01-01,,,,,,
1451,CUW,1995-01-01,,,,,,
1452,CUW,1996-01-01,,,,,,
1453,CUW,1997-01-01,,,,,,
1454,CUW,1998-01-01,,,,,,
1455,CUW,1999-01-01,,,,,,
1456,CUW,2000-01-01,,,,,,
1457,CUW,2001-01-01,2.0,2.0,0.0,2.89,2.65,0.2400000000000002
1458,CUW,2002-01-01,6.0,5.0,1.0,8.76,7.9,0.8599999999999994
1459,CUW,2003-01-01,2.0,2.0,0.0,2.94,2.6,0.33999999999999986
1460,CUW,2004-01-01,7.0,6.0,1.0,10.25,8.97,1.2799999999999994
1461,CUW,2005-01-01,6.0,6.0,0.0,8.68,7.57,1.1099999999999994
1462,CUW,2006-01-01,3.0,3.0,0.0,4.24,3.72,0.52
1463,CUW,2007-01-01,3.0,3.0,0.0,4.11,3.65,0.4600000000000004
1464,CUW,2008-01-01,,,,,,
1465,CUW,2009-01-01,,,,,,
1466,CUW,2010-01-01,,,,,,
1467,CUW,2011-01-01,,,,,,
1468,CUW,2012-01-01,,,,,,
1469,CUW,2013-01-01,,,,,,
1470,CUW,2014-01-01,,,,,,
1471,CUW,2015-01-01,,,,,,
1472,CUW,2016-01-01,,,,,,
1473,CUW,2017-01-01,,,,,,
1474,CUW,2018-01-01,,,,,,
1475,CUW,2019-01-01,,,,,,
1476,CUW,2020-01-01,,,,,,
1477,CUW,2021-01-01,,,,,,
1478,CYM,1990-01-01,0.0,0.0,0.0,,0.0,
1479,CYM,1991-01-01,0.0,0.0,0.0,,0.0,
1480,CYM,1992-01-01,0.0,0.0,0.0,,0.0,
1481,CYM,1993-01-01,0.0,0.0,0.0,,0.0,
1482,CYM,1994-01-01,0.0,0.0,0.0,,0.0,
1483,CYM,1995-01-01,0.0,0.0,0.0,,0.0,
1484,CYM,1996-01-01,0.0,0.0,0.0,,0.0,
1485,CYM,1997-01-01,0.0,0.0,0.0,,0.0,
1486,CYM,1998-01-01,0.0,0.0,0.0,,0.0,
1487,CYM,1999-01-01,,,,,,
1488,CYM,2000-01-01,1.0,1.0,0.0,,4.95,
1489,CYM,2001-01-01,1.0,1.0,0.0,,4.79,
1490,CYM,2002-01-01,,,,,,
1491,CYM,2003-01-01,1.0,1.0,0.0,,4.49,
1492,CYM,2004-01-01,1.0,1.0,0.0,,4.35,
1493,CYM,2005-01-01,0.0,0.0,0.0,,0.0,
1494,CYM,2006-01-01,1.0,1.0,0.0,,4.1,
1495,CYM,2007-01-01,1.0,1.0,0.0,,3.98,
1496,CYM,2008-01-01,0.0,0.0,0.0,,0.0,
1497,CYM,2009-01-01,1.0,1.0,0.0,,3.76,
1498,CYM,2010-01-01,0.0,0.0,0.0,,0.0,
1499,CYM,2011-01-01,,,,,,
1500,CYM,2012-01-01,,,,,,
1501,CYM,2013-01-01,0.0,0.0,0.0,,0.0,
1502,CYM,2014-01-01,0.0,0.0,0.0,,0.0,
1503,CYM,2015-01-01,,,,,,
1504,CYM,2016-01-01,,,,,,
1505,CYM,2017-01-01,,,,,,
1506,CYM,2018-01-01,,,,,,
1507,CYM,2019-01-01,,,,,,
1508,CYM,2020-01-01,,,,,,
1509,CYM,2021-01-01,,,,,,
1510,CYP,1990-01-01,,,,,,
1511,CYP,1991-01-01,,,,,,
1512,CYP,1992-01-01,,,,,,
1513,CYP,1993-01-01,,,,,,
1514,CYP,1994-01-01,,,,,,
1515,CYP,1995-01-01,,,,,,
1516,CYP,1996-01-01,,,,,,
1517,CYP,1997-01-01,,,,,,
1518,CYP,1998-01-01,,,,,,
1519,CYP,1999-01-01,,,,,,
1520,CYP,2000-01-01,,,,,,
1521,CYP,2001-01-01,,,,,,
1522,CYP,2002-01-01,,,,,,
1523,CYP,2003-01-01,,,,,,
1524,CYP,2004-01-01,4.0,4.0,0.0,0.8,0.79,0.010000000000000009
1525,CYP,2005-01-01,2.0,2.0,0.0,0.39,0.39,0.0
1526,CYP,2006-01-01,4.0,4.0,0.0,0.77,0.76,0.010000000000000009
1527,CYP,2007-01-01,3.0,3.0,0.0,0.57,0.56,0.009999999999999898
1528,CYP,2008-01-01,2.0,2.0,0.0,0.37,0.37,0.0
1529,CYP,2009-01-01,7.0,7.0,0.0,1.28,1.26,0.020000000000000018
1530,CYP,2010-01-01,1.0,1.0,0.0,0.18,0.18,0.0
1531,CYP,2011-01-01,6.0,6.0,0.0,1.06,1.05,0.010000000000000009
1532,CYP,2012-01-01,5.0,5.0,0.0,0.88,0.87,0.010000000000000009
1533,CYP,2013-01-01,3.0,3.0,0.0,0.52,0.52,0.0
1534,CYP,2014-01-01,5.0,5.0,0.0,0.87,0.85,0.020000000000000018
1535,CYP,2015-01-01,3.0,3.0,0.0,0.52,0.51,0.010000000000000009
1536,CYP,2016-01-01,5.0,5.0,0.0,0.86,0.84,0.020000000000000018
1537,CYP,2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0
1538,CYP,2018-01-01,6.0,6.0,0.0,1.01,0.99,0.020000000000000018
1539,CYP,2019-01-01,10.0,10.0,0.0,1.67,1.63,0.040000000000000036
1540,CYP,2020-01-01,4.0,5.0,-1.0,0.66,0.81,-0.15000000000000002
1541,CYP,2021-01-01,,7.0,,,1.13,
1542,CZE,1990-01-01,,,,,,
1543,CZE,1991-01-01,,,,,,
1544,CZE,1992-01-01,,,,,,
1545,CZE,1993-01-01,,,,,,
1546,CZE,1994-01-01,82.0,83.0,-1.0,1.55,1.56,-0.010000000000000009
1547,CZE,1995-01-01,58.0,58.0,0.0,1.09,1.1,-0.010000000000000009
1548,CZE,1996-01-01,55.0,55.0,0.0,1.04,1.05,-0.010000000000000009
1549,CZE,1997-01-01,63.0,64.0,-1.0,1.19,1.2,-0.010000000000000009
1550,CZE,1998-01-01,48.0,49.0,-1.0,0.92,0.92,0.0
1551,CZE,1999-01-01,61.0,62.0,-1.0,1.16,1.17,-0.010000000000000009
1552,CZE,2000-01-01,49.0,49.0,0.0,0.93,0.93,0.0
1553,CZE,2001-01-01,47.0,47.0,0.0,0.89,0.9,-0.010000000000000009
1554,CZE,2002-01-01,58.0,58.0,0.0,1.1,1.11,-0.010000000000000009
1555,CZE,2003-01-01,58.0,58.0,0.0,1.1,1.11,-0.010000000000000009
1556,CZE,2004-01-01,49.0,50.0,-1.0,0.95,0.95,0.0
1557,CZE,2005-01-01,45.0,45.0,0.0,0.86,0.86,0.0
1558,CZE,2006-01-01,54.0,54.0,0.0,1.02,1.03,-0.010000000000000009
1559,CZE,2007-01-01,55.0,55.0,0.0,1.04,1.04,0.0
1560,CZE,2008-01-01,44.0,44.0,0.0,0.83,0.83,0.0
1561,CZE,2009-01-01,38.0,38.0,0.0,0.71,0.72,-0.010000000000000009
1562,CZE,2010-01-01,53.0,53.0,0.0,0.99,0.99,0.0
1563,CZE,2011-01-01,44.0,44.0,0.0,0.82,0.82,0.0
1564,CZE,2012-01-01,48.0,48.0,0.0,0.89,0.9,-0.010000000000000009
1565,CZE,2013-01-01,51.0,51.0,0.0,0.95,0.95,0.0
1566,CZE,2014-01-01,45.0,45.0,0.0,0.84,0.84,0.0
1567,CZE,2015-01-01,49.0,49.0,0.0,0.91,0.92,-0.010000000000000009
1568,CZE,2016-01-01,36.0,36.0,0.0,0.67,0.67,0.0
1569,CZE,2017-01-01,30.0,30.0,0.0,0.55,0.56,-0.010000000000000009
1570,CZE,2018-01-01,,,,,,
1571,CZE,2019-01-01,39.0,39.0,0.0,0.72,0.73,-0.010000000000000009
1572,CZE,2020-01-01,39.0,40.0,-1.0,0.72,0.73,-0.010000000000000009
1573,CZE,2021-01-01,,27.0,,,0.51,
1574,DEU,1990-01-01,382.0,382.0,0.0,0.93,0.93,0.0
1575,DEU,1991-01-01,455.0,456.0,-1.0,1.11,1.1,0.010000000000000009
1576,DEU,1992-01-01,470.0,472.0,-2.0,1.14,1.13,0.010000000000000009
1577,DEU,1993-01-01,557.0,561.0,-4.0,1.34,1.34,0.0
1578,DEU,1994-01-01,680.0,685.0,-5.0,1.63,1.63,0.0
1579,DEU,1995-01-01,693.0,698.0,-5.0,1.66,1.66,0.0
1580,DEU,1996-01-01,669.0,674.0,-5.0,1.6,1.6,0.0
1581,DEU,1997-01-01,651.0,656.0,-5.0,1.56,1.56,0.0
1582,DEU,1998-01-01,604.0,608.0,-4.0,1.44,1.44,0.0
1583,DEU,1999-01-01,516.0,519.0,-3.0,1.23,1.23,0.0
1584,DEU,2000-01-01,545.0,549.0,-4.0,1.31,1.3,0.010000000000000009
1585,DEU,2001-01-01,492.0,497.0,-5.0,1.18,1.18,0.0
1586,DEU,2002-01-01,474.0,480.0,-6.0,1.13,1.13,0.0
1587,DEU,2003-01-01,487.0,494.0,-7.0,1.17,1.17,0.0
1588,DEU,2004-01-01,458.0,465.0,-7.0,1.1,1.1,0.0
1589,DEU,2005-01-01,448.0,455.0,-7.0,1.07,1.07,0.0
1590,DEU,2006-01-01,442.0,449.0,-7.0,1.06,1.06,0.0
1591,DEU,2007-01-01,390.0,395.0,-5.0,0.94,0.94,0.0
1592,DEU,2008-01-01,367.0,371.0,-4.0,0.89,0.88,0.010000000000000009
1593,DEU,2009-01-01,386.0,389.0,-3.0,0.94,0.93,0.009999999999999898
1594,DEU,2010-01-01,393.0,395.0,-2.0,0.95,0.95,0.0
1595,DEU,2011-01-01,338.0,333.0,5.0,0.82,0.81,0.009999999999999898
1596,DEU,2012-01-01,296.0,292.0,4.0,0.72,0.71,0.010000000000000009
1597,DEU,2013-01-01,328.0,324.0,4.0,0.79,0.79,0.0
1598,DEU,2014-01-01,339.0,335.0,4.0,0.82,0.82,0.0
1599,DEU,2015-01-01,327.0,325.0,2.0,0.79,0.79,0.0
1600,DEU,2016-01-01,469.0,469.0,0.0,1.12,1.12,0.0
1601,DEU,2017-01-01,380.0,380.0,0.0,0.91,0.91,0.0
1602,DEU,2018-01-01,367.0,367.0,0.0,0.87,0.87,0.0
1603,DEU,2019-01-01,276.0,276.0,0.0,0.65,0.66,-0.010000000000000009
1604,DEU,2020-01-01,357.0,356.0,1.0,0.84,0.85,-0.010000000000000009
1605,DEU,2021-01-01,,336.0,,,0.8,
1606,DJI,1990-01-01,,,,,,
1607,DJI,1991-01-01,,,,,,
1608,DJI,1992-01-01,,,,,,
1609,DJI,1993-01-01,,,,,,
1610,DJI,1994-01-01,,,,,,
1611,DJI,1995-01-01,,,,,,
1612,DJI,1996-01-01,,,,,,
1613,DJI,1997-01-01,,,,,,
1614,DJI,1998-01-01,,,,,,
1615,DJI,1999-01-01,,,,,,
1616,DJI,2000-01-01,,,,,,
1617,DJI,2001-01-01,,,,,,
1618,DJI,2002-01-01,,,,,,
1619,DJI,2003-01-01,,,,,,
1620,DJI,2004-01-01,,,,,,
1621,DJI,2005-01-01,,,,,,
1622,DJI,2006-01-01,,,,,,
1623,DJI,2007-01-01,,,,,,
1624,DJI,2008-01-01,,,,,,
1625,DJI,2009-01-01,,,,,,
1626,DJI,2010-01-01,,,,,,
1627,DJI,2011-01-01,,,,,,
1628,DJI,2012-01-01,,,,,,
1629,DJI,2013-01-01,,,,,,
1630,DJI,2014-01-01,,,,,,
1631,DJI,2015-01-01,,,,,,
1632,DJI,2016-01-01,,,,,,
1633,DJI,2017-01-01,,,,,,
1634,DJI,2018-01-01,,,,,,
1635,DJI,2019-01-01,,,,,,
1636,DJI,2020-01-01,,,,,,
1637,DJI,2021-01-01,,,,,,
1638,DMA,1990-01-01,,,,,,
1639,DMA,1991-01-01,,,,,,
1640,DMA,1992-01-01,,,,,,
1641,DMA,1993-01-01,,,,,,
1642,DMA,1994-01-01,,,,,,
1643,DMA,1995-01-01,,,,,,
1644,DMA,1996-01-01,,,,,,
1645,DMA,1997-01-01,,,,,,
1646,DMA,1998-01-01,,,,,,
1647,DMA,1999-01-01,,,,,,
1648,DMA,2000-01-01,,,,,,
1649,DMA,2001-01-01,1.0,1.0,0.0,,2.93,
1650,DMA,2002-01-01,0.0,0.0,0.0,,0.0,
1651,DMA,2003-01-01,2.0,2.0,0.0,,6.69,
1652,DMA,2004-01-01,,,,,,
1653,DMA,2005-01-01,,,,,,
1654,DMA,2006-01-01,,,,,,
1655,DMA,2007-01-01,,,,,,
1656,DMA,2008-01-01,2.0,2.0,0.0,,5.86,
1657,DMA,2009-01-01,,,,,,
1658,DMA,2010-01-01,1.0,2.0,-1.0,,5.51,
1659,DMA,2011-01-01,0.0,0.0,0.0,,0.0,
1660,DMA,2012-01-01,,,,,,
1661,DMA,2013-01-01,,,,,,
1662,DMA,2014-01-01,2.0,2.0,0.0,,5.81,
1663,DMA,2015-01-01,1.0,1.0,0.0,,2.87,
1664,DMA,2016-01-01,1.0,1.0,0.0,,2.87,
1665,DMA,2017-01-01,2.0,2.0,0.0,,5.7,
1666,DMA,2018-01-01,2.0,2.0,0.0,,5.65,
1667,DMA,2019-01-01,1.0,1.0,0.0,,2.8,
